panel,teacher_success_rate,current_bc_success_rate,mixed_success_rate,current_minus_teacher,mixed_minus_teacher,mixed_minus_current,current_meets_teacher,mixed_meets_teacher,teacher_exact_match_rate_mean_current,teacher_exact_match_rate_mean_mixed
train_B30,0.894878706199461,0.8952933858594236,0.8950860460294423,0.000414679659962669,0.0002073398299813345,-0.0002073398299813345,1,1,0.9610269410134639,0.9951343430453942
val_B30,0.8962172647914646,0.8991270611057226,0.8962172647914646,0.0029097963142580285,0.0,-0.0029097963142580285,1,1,0.9592624667066956,0.9952180807660923
val_B60,0.9369544131910766,0.9350145489815713,0.9369544131910766,-0.0019398642095053154,0.0,0.0019398642095053154,0,1,0.9433340107717308,0.9922995895117478
